nota,0,1
0.0,93.33333333333333,6.666666666666667
0.15,50.0,50.0
0.25,100.0,0.0
0.35,100.0,0.0
0.38,100.0,0.0
0.4,75.0,25.0
0.45,100.0,0.0
0.5,71.42857142857143,28.57142857142857
0.55,100.0,0.0
0.56,50.0,50.0
0.6,100.0,0.0
0.62,100.0,0.0
0.65,85.71428571428571,14.285714285714285
0.69,33.33333333333333,66.66666666666666
0.7,42.857142857142854,57.14285714285714
0.75,60.0,40.0
0.8,55.55555555555556,44.44444444444444
0.85,80.0,20.0
0.88,72.72727272727273,27.27272727272727
0.9,50.0,50.0
0.95,45.45454545454545,54.54545454545454
1.0,36.36363636363637,63.63636363636363
